industry,job_title,level,years_of_experience,skills,certifications,ai_training_corpus
Product Management,Senior Product Manager,Senior,8,"['Roadmapping', 'A/B Testing', 'Product Strategy', 'Scrum', 'User Research', 'Market Analysis']",['Certified Scrum Product Owner (CSPO)'],"Job Title: Senior Product Manager Job Title: Senior Product Manager Job Title: Senior Product Manager Career Level: Senior Career Level: Senior Industry: Product Management Industry: Product Management Years of Experience: approximately 8 years. Key Skills: Roadmapping, A/B Testing, Product Strategy, Scrum, User Research, Market Analysis. Key Skills: Roadmapping, A/B Testing, Product Strategy, Scrum, User Research, Market Analysis. Key Skills: Roadmapping, A/B Testing, Product Strategy, Scrum, User Research, Market Analysis. Relevant Certifications: Certified Scrum Product Owner (CSPO). "
Data Science,Senior Data Scientist,Senior,6,"['Pandas', 'Python', 'NumPy', 'Spark', 'SQL']",['Google Professional Data Engineer'],"Job Title: Senior Data Scientist Job Title: Senior Data Scientist Job Title: Senior Data Scientist Career Level: Senior Career Level: Senior Industry: Data Science Industry: Data Science Years of Experience: approximately 6 years. Key Skills: Pandas, Python, NumPy, Spark, SQL. Key Skills: Pandas, Python, NumPy, Spark, SQL. Key Skills: Pandas, Python, NumPy, Spark, SQL. Relevant Certifications: Google Professional Data Engineer. "
Cloud Engineering,Cloud Architect,Entry,2,"['Prometheus', 'GCP', 'Grafana', 'Azure', 'Docker', 'CI/CD']",[],"Job Title: Cloud Architect Job Title: Cloud Architect Job Title: Cloud Architect Career Level: Entry Career Level: Entry Industry: Cloud Engineering Industry: Cloud Engineering Years of Experience: approximately 2 years. Key Skills: Prometheus, GCP, Grafana, Azure, Docker, CI/CD. Key Skills: Prometheus, GCP, Grafana, Azure, Docker, CI/CD. Key Skills: Prometheus, GCP, Grafana, Azure, Docker, CI/CD. "
Cybersecurity,Security Analyst,Mid-Level,2,"['Ethical Hacking', 'Intrusion Detection', 'Network Security', 'Firewalls', 'ISO 27001', 'Cryptography']",['Certified Ethical Hacker (CEH)'],"Job Title: Security Analyst Job Title: Security Analyst Job Title: Security Analyst Career Level: Mid-Level Career Level: Mid-Level Industry: Cybersecurity Industry: Cybersecurity Years of Experience: approximately 2 years. Key Skills: Ethical Hacking, Intrusion Detection, Network Security, Firewalls, ISO 27001, Cryptography. Key Skills: Ethical Hacking, Intrusion Detection, Network Security, Firewalls, ISO 27001, Cryptography. Key Skills: Ethical Hacking, Intrusion Detection, Network Security, Firewalls, ISO 27001, Cryptography. Relevant Certifications: Certified Ethical Hacker (CEH). "
Cybersecurity,Security Engineer,Mid-Level,3,"['Network Security', 'Malware Analysis', 'SIEM', 'Ethical Hacking', 'Cryptography', 'Firewalls', 'Intrusion Detection']",[],"Job Title: Security Engineer Job Title: Security Engineer Job Title: Security Engineer Career Level: Mid-Level Career Level: Mid-Level Industry: Cybersecurity Industry: Cybersecurity Years of Experience: approximately 3 years. Key Skills: Network Security, Malware Analysis, SIEM, Ethical Hacking, Cryptography, Firewalls, Intrusion Detection. Key Skills: Network Security, Malware Analysis, SIEM, Ethical Hacking, Cryptography, Firewalls, Intrusion Detection. Key Skills: Network Security, Malware Analysis, SIEM, Ethical Hacking, Cryptography, Firewalls, Intrusion Detection. "
Cybersecurity,Security Engineer,Mid-Level,3,"['Cryptography', 'Firewalls', 'Malware Analysis', 'Ethical Hacking', 'Network Security', 'SIEM']",[],"Job Title: Security Engineer Job Title: Security Engineer Job Title: Security Engineer Career Level: Mid-Level Career Level: Mid-Level Industry: Cybersecurity Industry: Cybersecurity Years of Experience: approximately 3 years. Key Skills: Cryptography, Firewalls, Malware Analysis, Ethical Hacking, Network Security, SIEM. Key Skills: Cryptography, Firewalls, Malware Analysis, Ethical Hacking, Network Security, SIEM. Key Skills: Cryptography, Firewalls, Malware Analysis, Ethical Hacking, Network Security, SIEM. "
Cloud Engineering,Cloud Architect,Entry,0,"['Grafana', 'CI/CD', 'Kubernetes', 'GCP', 'Azure', 'Jenkins', 'AWS', 'Docker']",[],"Job Title: Cloud Architect Job Title: Cloud Architect Job Title: Cloud Architect Career Level: Entry Career Level: Entry Industry: Cloud Engineering Industry: Cloud Engineering Years of Experience: approximately 0 years. Key Skills: Grafana, CI/CD, Kubernetes, GCP, Azure, Jenkins, AWS, Docker. Key Skills: Grafana, CI/CD, Kubernetes, GCP, Azure, Jenkins, AWS, Docker. Key Skills: Grafana, CI/CD, Kubernetes, GCP, Azure, Jenkins, AWS, Docker. "
Software Engineering,Engineering Manager,Manager,8,"['MongoDB', 'JavaScript', 'SQL', 'Docker', 'Node.js']",[],"Job Title: Engineering Manager Job Title: Engineering Manager Job Title: Engineering Manager Career Level: Manager Career Level: Manager Industry: Software Engineering Industry: Software Engineering Years of Experience: approximately 8 years. Key Skills: MongoDB, JavaScript, SQL, Docker, Node.js. Key Skills: MongoDB, JavaScript, SQL, Docker, Node.js. Key Skills: MongoDB, JavaScript, SQL, Docker, Node.js. "
Product Management,Product Manager,Manager,14,"['Product Strategy', 'Agile', 'Scrum', 'Roadmapping', 'User Research', 'A/B Testing']","['Pragmatic Marketing Certified (PMC)', 'Certified Scrum Product Owner (CSPO)']","Job Title: Product Manager Job Title: Product Manager Job Title: Product Manager Career Level: Manager Career Level: Manager Industry: Product Management Industry: Product Management Years of Experience: approximately 14 years. Key Skills: Product Strategy, Agile, Scrum, Roadmapping, User Research, A/B Testing. Key Skills: Product Strategy, Agile, Scrum, Roadmapping, User Research, A/B Testing. Key Skills: Product Strategy, Agile, Scrum, Roadmapping, User Research, A/B Testing. Relevant Certifications: Pragmatic Marketing Certified (PMC), Certified Scrum Product Owner (CSPO). "
Cybersecurity,Penetration Tester,Entry,1,"['ISO 27001', 'Cryptography', 'Ethical Hacking', 'Firewalls', 'Network Security']",[],"Job Title: Penetration Tester Job Title: Penetration Tester Job Title: Penetration Tester Career Level: Entry Career Level: Entry Industry: Cybersecurity Industry: Cybersecurity Years of Experience: approximately 1 years. Key Skills: ISO 27001, Cryptography, Ethical Hacking, Firewalls, Network Security. Key Skills: ISO 27001, Cryptography, Ethical Hacking, Firewalls, Network Security. Key Skills: ISO 27001, Cryptography, Ethical Hacking, Firewalls, Network Security. "
Data Science,Lead Data Scientist,Senior,5,"['PyTorch', 'SQL', 'NumPy', 'Statistics', 'Big Data', 'Data Mining']","['Google Professional Data Engineer', 'TensorFlow Developer Certificate']","Job Title: Lead Data Scientist Job Title: Lead Data Scientist Job Title: Lead Data Scientist Career Level: Senior Career Level: Senior Industry: Data Science Industry: Data Science Years of Experience: approximately 5 years. Key Skills: PyTorch, SQL, NumPy, Statistics, Big Data, Data Mining. Key Skills: PyTorch, SQL, NumPy, Statistics, Big Data, Data Mining. Key Skills: PyTorch, SQL, NumPy, Statistics, Big Data, Data Mining. Relevant Certifications: Google Professional Data Engineer, TensorFlow Developer Certificate. "
Data Science,Senior Data Scientist,Senior,9,"['Spark', 'Data Mining', 'Scikit-learn', 'R', 'Big Data', 'TensorFlow']",[],"Job Title: Senior Data Scientist Job Title: Senior Data Scientist Job Title: Senior Data Scientist Career Level: Senior Career Level: Senior Industry: Data Science Industry: Data Science Years of Experience: approximately 9 years. Key Skills: Spark, Data Mining, Scikit-learn, R, Big Data, TensorFlow. Key Skills: Spark, Data Mining, Scikit-learn, R, Big Data, TensorFlow. Key Skills: Spark, Data Mining, Scikit-learn, R, Big Data, TensorFlow. "
Product Management,Director of Product,Entry,0,"['Product Strategy', 'A/B Testing', 'JIRA', 'User Research', 'Scrum']",[],"Job Title: Director of Product Job Title: Director of Product Job Title: Director of Product Career Level: Entry Career Level: Entry Industry: Product Management Industry: Product Management Years of Experience: approximately 0 years. Key Skills: Product Strategy, A/B Testing, JIRA, User Research, Scrum. Key Skills: Product Strategy, A/B Testing, JIRA, User Research, Scrum. Key Skills: Product Strategy, A/B Testing, JIRA, User Research, Scrum. "
Software Engineering,Software Engineer,Entry,1,"['React', 'AWS', 'Python', 'JavaScript']",[],"Job Title: Software Engineer Job Title: Software Engineer Job Title: Software Engineer Career Level: Entry Career Level: Entry Industry: Software Engineering Industry: Software Engineering Years of Experience: approximately 1 years. Key Skills: React, AWS, Python, JavaScript. Key Skills: React, AWS, Python, JavaScript. Key Skills: React, AWS, Python, JavaScript. "
Software Engineering,Software Engineer,Entry,1,"['Docker', 'Node.js', 'AWS', 'Java', 'PostgreSQL', 'System Design']",[],"Job Title: Software Engineer Job Title: Software Engineer Job Title: Software Engineer Career Level: Entry Career Level: Entry Industry: Software Engineering Industry: Software Engineering Years of Experience: approximately 1 years. Key Skills: Docker, Node.js, AWS, Java, PostgreSQL, System Design. Key Skills: Docker, Node.js, AWS, Java, PostgreSQL, System Design. Key Skills: Docker, Node.js, AWS, Java, PostgreSQL, System Design. "
Product Management,Senior Product Manager,Senior,7,"['Product Strategy', 'A/B Testing', 'Market Analysis', 'User Research', 'Agile', 'Scrum', 'JIRA', 'Roadmapping']",[],"Job Title: Senior Product Manager Job Title: Senior Product Manager Job Title: Senior Product Manager Career Level: Senior Career Level: Senior Industry: Product Management Industry: Product Management Years of Experience: approximately 7 years. Key Skills: Product Strategy, A/B Testing, Market Analysis, User Research, Agile, Scrum, JIRA, Roadmapping. Key Skills: Product Strategy, A/B Testing, Market Analysis, User Research, Agile, Scrum, JIRA, Roadmapping. Key Skills: Product Strategy, A/B Testing, Market Analysis, User Research, Agile, Scrum, JIRA, Roadmapping. "
Cloud Engineering,Cloud Architect,Mid-Level,4,"['Prometheus', 'Ansible', 'GCP', 'Azure', 'Jenkins']",['Certified Kubernetes Administrator (CKA)'],"Job Title: Cloud Architect Job Title: Cloud Architect Job Title: Cloud Architect Career Level: Mid-Level Career Level: Mid-Level Industry: Cloud Engineering Industry: Cloud Engineering Years of Experience: approximately 4 years. Key Skills: Prometheus, Ansible, GCP, Azure, Jenkins. Key Skills: Prometheus, Ansible, GCP, Azure, Jenkins. Key Skills: Prometheus, Ansible, GCP, Azure, Jenkins. Relevant Certifications: Certified Kubernetes Administrator (CKA). "
Product Management,Director of Product,Mid-Level,5,"['JIRA', 'Roadmapping', 'User Research', 'Market Analysis', 'Scrum']",['Pragmatic Marketing Certified (PMC)'],"Job Title: Director of Product Job Title: Director of Product Job Title: Director of Product Career Level: Mid-Level Career Level: Mid-Level Industry: Product Management Industry: Product Management Years of Experience: approximately 5 years. Key Skills: JIRA, Roadmapping, User Research, Market Analysis, Scrum. Key Skills: JIRA, Roadmapping, User Research, Market Analysis, Scrum. Key Skills: JIRA, Roadmapping, User Research, Market Analysis, Scrum. Relevant Certifications: Pragmatic Marketing Certified (PMC). "
Cloud Engineering,DevOps Engineer,Entry,2,"['Kubernetes', 'Docker', 'Ansible', 'Grafana', 'AWS']",[],"Job Title: DevOps Engineer Job Title: DevOps Engineer Job Title: DevOps Engineer Career Level: Entry Career Level: Entry Industry: Cloud Engineering Industry: Cloud Engineering Years of Experience: approximately 2 years. Key Skills: Kubernetes, Docker, Ansible, Grafana, AWS. Key Skills: Kubernetes, Docker, Ansible, Grafana, AWS. Key Skills: Kubernetes, Docker, Ansible, Grafana, AWS. "
Data Science,Data Scientist,Entry,2,"['Python', 'Machine Learning', 'NumPy', 'SQL', 'R', 'Big Data']","['TensorFlow Developer Certificate', 'Google Professional Data Engineer']","Job Title: Data Scientist Job Title: Data Scientist Job Title: Data Scientist Career Level: Entry Career Level: Entry Industry: Data Science Industry: Data Science Years of Experience: approximately 2 years. Key Skills: Python, Machine Learning, NumPy, SQL, R, Big Data. Key Skills: Python, Machine Learning, NumPy, SQL, R, Big Data. Key Skills: Python, Machine Learning, NumPy, SQL, R, Big Data. Relevant Certifications: TensorFlow Developer Certificate, Google Professional Data Engineer. "
Cloud Engineering,Cloud Architect,Mid-Level,3,"['Docker', 'GCP', 'AWS', 'Ansible', 'Terraform', 'CI/CD', 'Azure']",[],"Job Title: Cloud Architect Job Title: Cloud Architect Job Title: Cloud Architect Career Level: Mid-Level Career Level: Mid-Level Industry: Cloud Engineering Industry: Cloud Engineering Years of Experience: approximately 3 years. Key Skills: Docker, GCP, AWS, Ansible, Terraform, CI/CD, Azure. Key Skills: Docker, GCP, AWS, Ansible, Terraform, CI/CD, Azure. Key Skills: Docker, GCP, AWS, Ansible, Terraform, CI/CD, Azure. "
Cloud Engineering,Site Reliability Engineer (SRE),Entry,2,"['Kubernetes', 'Grafana', 'GCP', 'Ansible', 'Prometheus', 'Docker', 'Terraform', 'Jenkins']","['AWS Certified Solutions Architect', 'Microsoft Certified: Azure Administrator', 'Certified Kubernetes Administrator (CKA)']","Job Title: Site Reliability Engineer (SRE) Job Title: Site Reliability Engineer (SRE) Job Title: Site Reliability Engineer (SRE) Career Level: Entry Career Level: Entry Industry: Cloud Engineering Industry: Cloud Engineering Years of Experience: approximately 2 years. Key Skills: Kubernetes, Grafana, GCP, Ansible, Prometheus, Docker, Terraform, Jenkins. Key Skills: Kubernetes, Grafana, GCP, Ansible, Prometheus, Docker, Terraform, Jenkins. Key Skills: Kubernetes, Grafana, GCP, Ansible, Prometheus, Docker, Terraform, Jenkins. Relevant Certifications: AWS Certified Solutions Architect, Microsoft Certified: Azure Administrator, Certified Kubernetes Administrator (CKA). "
Data Science,Data Scientist,Mid-Level,5,"['NumPy', 'Spark', 'Machine Learning', 'Data Mining']",[],"Job Title: Data Scientist Job Title: Data Scientist Job Title: Data Scientist Career Level: Mid-Level Career Level: Mid-Level Industry: Data Science Industry: Data Science Years of Experience: approximately 5 years. Key Skills: NumPy, Spark, Machine Learning, Data Mining. Key Skills: NumPy, Spark, Machine Learning, Data Mining. Key Skills: NumPy, Spark, Machine Learning, Data Mining. "
