job_id,job_title,field,industry,experience_level,education_required,required_skills,preferred_skills,job_type,location,salary_min,salary_max,remote_option,description,education_standardized,experience_years_proxy,experience_score,education_score,combined_job_text,job_tokens_lemmas
JOB_01291,senior security engineer,senior,telecommunications,mid-level,master,terraform;azure;monitoring tools;javascript;web accessibility,machine learning;vite;python,contract,"toronto, canada",12500,25000,on-site,seeking senior security engineer with skills: terraform;azure;monitoring too,master,4,0.2667,0.85,"senior security engineer senior telecommunications mid-level master terraform;azure;monitoring tools;javascript;web accessibility machine learning;vite;python contract toronto, canada on-site seeking senior security engineer with skills: terraform;azure;monitoring too",senior security engineer senior telecommunication mid level master terraform;azure;monitore tools;javascript;web accessibility machine learning;vite;python contract toronto canada site seek senior security engineer skill terraform;azure;monitore
JOB_01292,penetration tester,penetration,finance,lead,master,leadership;infrastructure automation;python;grafana;react,react testing library;owasp;gitlab ci,full-time,"karachi, pakistan",15000,30000,on-site,seeking penetration tester with skills: leadership;infrastructure auto,master,12,0.8,0.85,"penetration tester penetration finance lead master leadership;infrastructure automation;python;grafana;react react testing library;owasp;gitlab ci full-time karachi, pakistan on-site seeking penetration tester with skills: leadership;infrastructure auto",penetration tester penetration finance lead master leadership;infrastructure automation;python;grafana;react react test library;owasp;gitlab ci full time karachi pakistan site seek penetration tester skill leadership;infrastructure auto
JOB_01293,security architect,security,gaming,junior,master,ssl;tls;go;express;session management;auto scaling,web accessibility;html;css;vue.js,hybrid,"denver, usa",7000,17500,on-site,seeking security architect with skills: ssl/tls;go;express;session man,master,1,0.0667,0.85,"security architect security gaming junior master ssl;tls;go;express;session management;auto scaling web accessibility;html;css;vue.js hybrid denver, usa on-site seeking security architect with skills: ssl/tls;go;express;session man",security architect security game junior master ssl;tls;go;express;session management;auto scaling web accessibility;html;css;vue.js hybrid denver usa site seek security architect skill ssl tls;go;express;session man
JOB_01294,incident response engineer,incident,education,lead,master,machine learning;llm;statistics;load balancing;feature engineering,gpt;flask;tensorflow,contract,"chicago, usa",52500,105000,hybrid,seeking incident response engineer with skills: machine learning;llm;statistic,master,12,0.8,0.85,"incident response engineer incident education lead master machine learning;llm;statistics;load balancing;feature engineering gpt;flask;tensorflow contract chicago, usa hybrid seeking incident response engineer with skills: machine learning;llm;statistic",incident response engineer incident education lead master machine learning;llm;statistics;load balancing;feature engineering gpt;flask;tensorflow contract chicago usa hybrid seek incident response engineer skill machine learning;llm;statistic
JOB_01295,vp of engineering,vp,healthcare,junior,bachelor,threat modeling;typescript;agile;scrum;model evaluation;javascript,bash;bootstrap;kafka,hybrid,"seattle, usa",7000,17500,hybrid,seeking vp of engineering with skills: threat modeling;typescript;agi,bachelor,1,0.0667,0.7,"vp of engineering vp healthcare junior bachelor threat modeling;typescript;agile;scrum;model evaluation;javascript bash;bootstrap;kafka hybrid seattle, usa hybrid seeking vp of engineering with skills: threat modeling;typescript;agi",vp engineering vp healthcare junior bachelor threat modeling;typescript;agile;scrum;model evaluation;javascript bash;bootstrap;kafka hybrid seattle usa hybrid seek vp engineering skill threat modeling;typescript;agi
JOB_01296,python developer,python,media,junior,bachelor,authorization;cost optimization;leadership;angular;service mesh,prometheus;vite;penetration testing,hybrid,"bangalore, india",2000,5000,remote,seeking python developer with skills: authorization;cost optimizatio,bachelor,1,0.0667,0.7,"python developer python media junior bachelor authorization;cost optimization;leadership;angular;service mesh prometheus;vite;penetration testing hybrid bangalore, india remote seeking python developer with skills: authorization;cost optimizatio",python developer python medium junior bachelor authorization;cost optimization;leadership;angular;service mesh prometheus;vite;penetration test hybrid bangalore india remote seek python developer skill authorization;cost optimizatio
JOB_01297,cloud security engineer,cloud,healthcare,junior,bachelor,monitoring tools;problem solving;infrastructure automation;typescript;oauth,deep learning;ci;cd;javascript,full-time,"austin, usa",7000,17500,hybrid,seeking cloud security engineer with skills: monitoring tools;problem solvi,bachelor,1,0.0667,0.7,"cloud security engineer cloud healthcare junior bachelor monitoring tools;problem solving;infrastructure automation;typescript;oauth deep learning;ci;cd;javascript full-time austin, usa hybrid seeking cloud security engineer with skills: monitoring tools;problem solvi",cloud security engineer cloud healthcare junior bachelor monitor tools;problem solving;infrastructure automation;typescript;oauth deep learning;ci;cd;javascript full time austin usa hybrid seek cloud security engineer skill monitor tools;problem solvi
JOB_01298,senior frontend engineer,senior,telecommunications,junior,bachelor,github actions;ci;cd;node.js;probability;material ui,grafana;critical thinking;leadership,hybrid,"mumbai, india",2000,5000,remote,seeking senior frontend engineer with skills: github actions;ci/cd;node.js;p,bachelor,1,0.0667,0.7,"senior frontend engineer senior telecommunications junior bachelor github actions;ci;cd;node.js;probability;material ui grafana;critical thinking;leadership hybrid mumbai, india remote seeking senior frontend engineer with skills: github actions;ci/cd;node.js;p",senior frontend engineer senior telecommunication junior bachelor github actions;ci;cd;node.js;probability;material ui grafana;critical thinking;leadership hybrid mumbai india remote seek senior frontend engineer skill github actions;ci cd;node.js;p
JOB_01299,test architect,test,energy,junior,master,python;adaptability;penetration testing;bert;express,looker;problem solving;time management,full-time,"manchester, uk",5000,12500,on-site,seeking test architect with skills: python;adaptability;penetratio,master,1,0.0667,0.85,"test architect test energy junior master python;adaptability;penetration testing;bert;express looker;problem solving;time management full-time manchester, uk on-site seeking test architect with skills: python;adaptability;penetratio",test architect test energy junior master python;adaptability;penetration testing;bert;express looker;problem solving;time management full time manchester uk site seek test architect skill python;adaptability;penetratio
JOB_01300,solutions engineer,solutions,gaming,junior,any,data pipeline;scikit-learn;security compliance;apache flink;ssl;tls,configuration management;gpt;nlp,contract,"amsterdam, netherlands",2000,5000,hybrid,seeking solutions engineer with skills: data pipeline;scikit-learn;sec,any,1,0.0667,0.4,"solutions engineer solutions gaming junior any data pipeline;scikit-learn;security compliance;apache flink;ssl;tls configuration management;gpt;nlp contract amsterdam, netherlands hybrid seeking solutions engineer with skills: data pipeline;scikit-learn;sec",solution engineer solution game junior datum pipeline;scikit learn;security compliance;apache flink;ssl;tls configuration management;gpt;nlp contract amsterdam netherlands hybrid seeking solution engineer skill datum pipeline;scikit learn;sec
JOB_01301,cloud security engineer,cloud,technology,lead,master,time management;data warehouse;microservices;machine learning;gpt,angular;agile;scrum;network security,hybrid,"portland, usa",52500,105000,remote,seeking cloud security engineer with skills: time management;data warehouse,master,12,0.8,0.85,"cloud security engineer cloud technology lead master time management;data warehouse;microservices;machine learning;gpt angular;agile;scrum;network security hybrid portland, usa remote seeking cloud security engineer with skills: time management;data warehouse",cloud security engineer cloud technology lead master time management;data warehouse;microservices;machine learning;gpt angular;agile;scrum;network security hybrid portland usa remote seek cloud security engineer skill time management;data warehouse
JOB_01302,frontend engineer,frontend,healthcare,junior,any,python;computer vision;agile;scrum;security compliance;elasticsearch,authorization;time management;javascript,contract,"los angeles, usa",7000,17500,remote,seeking frontend engineer with skills: python;computer vision;agile/s,any,1,0.0667,0.4,"frontend engineer frontend healthcare junior any python;computer vision;agile;scrum;security compliance;elasticsearch authorization;time management;javascript contract los angeles, usa remote seeking frontend engineer with skills: python;computer vision;agile/s",frontend engineer frontend healthcare junior python;computer vision;agile;scrum;security compliance;elasticsearch authorization;time management;javascript contract los angeles usa remote seek frontend engineer skill python;computer vision;agile
